citympg,cylinders,displacement,drive,highwaympg,make,model,class,year,transmissiontype,transmissionspeeds,co2emissions
19,4,2.3,Front-Wheel Drive,24,Ford,Tempo,Compact Cars,1991,Automatic,3,423.1904762
24,4,1.6,Front-Wheel Drive,30,Isuzu,Stylus,Compact Cars,1991,Automatic,3,341.8076923
19,4,2.3,Front-Wheel Drive,24,Mercury,Topaz,Compact Cars,1991,Automatic,3,423.1904762
21,4,2.3,Front-Wheel Drive,30,Oldsmobile,Cutlass Calais,Compact Cars,1991,Automatic,3,370.2916667
19,4,2.5,Front-Wheel Drive,28,Oldsmobile,Cutlass Calais,Compact Cars,1991,Automatic,3,403.9545455
20,4,2.2,Front-Wheel Drive,25,Plymouth,Sundance,Compact Cars,1991,Automatic,3,403.9545455
20,4,2.5,Front-Wheel Drive,26,Plymouth,Sundance,Compact Cars,1991,Automatic,3,403.9545455
17,4,2.5,Front-Wheel Drive,21,Plymouth,Sundance,Compact Cars,1991,Automatic,3,493.7222222
21,4,2.3,Front-Wheel Drive,30,Pontiac,Grand Am,Compact Cars,1991,Automatic,3,370.2916667
19,4,2.5,Front-Wheel Drive,28,Pontiac,Grand Am,Compact Cars,1991,Automatic,3,403.9545455
23,4,1.6,Front-Wheel Drive,30,Pontiac,Lemans,Compact Cars,1991,Automatic,3,341.8076923
21,4,2,Front-Wheel Drive,27,Pontiac,Lemans,Compact Cars,1991,Automatic,3,386.3913043
17,4,2,Front-Wheel Drive,22,Saab,900,Compact Cars,1991,Automatic,3,467.7368421
17,4,2.1,Front-Wheel Drive,20,Saab,900,Compact Cars,1991,Automatic,3,493.7222222
21,4,1.8,Front-Wheel Drive,24,Subaru,Loyale,Compact Cars,1991,Automatic,3,403.9545455
21,4,1.8,Front-Wheel Drive,26,Volkswagen,Golf/GTI,Compact Cars,1991,Automatic,3,386.3913043
21,4,1.8,Front-Wheel Drive,26,Volkswagen,Jetta,Compact Cars,1991,Automatic,3,386.3913043
18,4,2.4,Front-Wheel Drive,25,Nissan,Stanza,Compact Cars,1991,Automatic,4,423.1904762
23,4,1.5,Front-Wheel Drive,29,Eagle,Summit,Compact Cars,1991,Automatic,4,355.48
21,4,1.8,Front-Wheel Drive,27,Ford,Escort,Compact Cars,1991,Automatic,4,386.3913043
22,4,1.9,Front-Wheel Drive,30,Ford,Escort,Compact Cars,1991,Automatic,4,355.48
17,4,2.2,Front-Wheel Drive,23,Ford,Probe,Compact Cars,1991,Automatic,4,467.7368421
18,4,2.2,Front-Wheel Drive,26,Ford,Probe,Compact Cars,1991,Automatic,4,423.1904762
19,4,2.2,Front-Wheel Drive,26,Honda,Accord,Compact Cars,1991,Automatic,4,403.9545455
24,4,1.5,Front-Wheel Drive,29,Mitsubishi,Precis,Compact Cars,1991,Automatic,4,341.8076923
19,4,2,Front-Wheel Drive,26,Infiniti,G20,Compact Cars,1991,Automatic,4,403.9545455
21,4,1.8,Front-Wheel Drive,27,Mercury,Tracer,Compact Cars,1991,Automatic,4,386.3913043
22,4,1.9,Front-Wheel Drive,30,Mercury,Tracer,Compact Cars,1991,Automatic,4,355.48
23,4,1.6,Front-Wheel Drive,30,Mazda,323/323 Protege,Compact Cars,1991,Automatic,4,355.48
21,4,1.8,Front-Wheel Drive,29,Mazda,323/323 Protege,Compact Cars,1991,Automatic,4,370.2916667
21,4,1.8,Front-Wheel Drive,26,Mazda,323/323 Protege,Compact Cars,1991,Automatic,4,386.3913043
19,4,2,Front-Wheel Drive,25,Mitsubishi,Galant,Compact Cars,1991,Automatic,4,423.1904762
18,4,2,Front-Wheel Drive,24,Mitsubishi,Galant,Compact Cars,1991,Automatic,4,444.35
18,4,1.9,Front-Wheel Drive,23,Peugeot,405 Sedan,Compact Cars,1991,Automatic,4,444.35
23,4,1.9,Front-Wheel Drive,32,Saturn,SL,Compact Cars,1991,Automatic,4,341.8076923
21,4,1.9,Front-Wheel Drive,29,Saturn,SL,Compact Cars,1991,Automatic,4,370.2916667
19,4,2.2,Front-Wheel Drive,26,Subaru,Legacy,Compact Cars,1991,Automatic,4,423.1904762
17,4,2.2,Front-Wheel Drive,23,Subaru,Legacy Turbo,Compact Cars,1991,Automatic,4,467.7368421
21,4,2,Front-Wheel Drive,28,Toyota,Camry,Compact Cars,1991,Automatic,4,370.2916667
21,4,2,Front-Wheel Drive,29,Toyota,Camry,Compact Cars,1991,Automatic,4,370.2916667
27,4,1.5,Front-Wheel Drive,33,Eagle,Summit,Compact Cars,1991,Manual,4,306.4482759
25,4,1.5,Front-Wheel Drive,30,Mitsubishi,Precis,Compact Cars,1991,Manual,4,329.1481481
25,4,1.6,Front-Wheel Drive,34,Pontiac,Lemans,Compact Cars,1991,Manual,4,317.3928571
21,4,2.2,Front-Wheel Drive,30,Chevrolet,Beretta,Compact Cars,1991,Manual,5,370.2916667
21,4,2.3,Front-Wheel Drive,30,Chevrolet,Beretta,Compact Cars,1991,Manual,5,370.2916667
18,4,2.5,Front-Wheel Drive,24,Chrysler,LeBaron,Compact Cars,1991,Manual,5,444.35
19,4,2.4,Front-Wheel Drive,26,Nissan,Stanza,Compact Cars,1991,Manual,5,403.9545455
21,4,2.2,Front-Wheel Drive,28,Dodge,Shadow,Compact Cars,1991,Manual,5,386.3913043
21,4,2.5,Front-Wheel Drive,31,Dodge,Shadow,Compact Cars,1991,Manual,5,355.48
18,4,2.5,Front-Wheel Drive,24,Dodge,Shadow,Compact Cars,1991,Manual,5,444.35
25,4,1.5,Front-Wheel Drive,32,Eagle,Summit,Compact Cars,1991,Manual,5,317.3928571
23,4,1.8,Front-Wheel Drive,29,Ford,Escort,Compact Cars,1991,Manual,5,355.48
25,4,1.9,Front-Wheel Drive,33,Ford,Escort,Compact Cars,1991,Manual,5,317.3928571
27,4,1.9,Front-Wheel Drive,37,Ford,Escort FS,Compact Cars,1991,Manual,5,296.2333333
21,4,2.2,Front-Wheel Drive,28,Ford,Probe,Compact Cars,1991,Manual,5,370.2916667
18,4,2.2,Front-Wheel Drive,25,Ford,Probe,Compact Cars,1991,Manual,5,423.1904762
19,4,2.3,Front-Wheel Drive,29,Ford,Tempo,Compact Cars,1991,Manual,5,386.3913043
19,4,2.3,Front-Wheel Drive,26,Ford,Tempo,Compact Cars,1991,Manual,5,423.1904762
21,4,2.2,Front-Wheel Drive,27,Honda,Accord,Compact Cars,1991,Manual,5,386.3913043
25,4,1.5,Front-Wheel Drive,33,Mitsubishi,Precis,Compact Cars,1991,Manual,5,317.3928571
27,4,1.6,Front-Wheel Drive,33,Isuzu,Stylus,Compact Cars,1991,Manual,5,306.4482759
22,4,1.6,Front-Wheel Drive,30,Isuzu,Stylus,Compact Cars,1991,Manual,5,355.48
21,4,2,Front-Wheel Drive,29,Infiniti,G20,Compact Cars,1991,Manual,5,370.2916667
19,4,2.3,Front-Wheel Drive,29,Mercury,Topaz,Compact Cars,1991,Manual,5,386.3913043
19,4,2.3,Front-Wheel Drive,26,Mercury,Topaz,Compact Cars,1991,Manual,5,423.1904762
23,4,1.8,Front-Wheel Drive,29,Mercury,Tracer,Compact Cars,1991,Manual,5,355.48
25,4,1.9,Front-Wheel Drive,33,Mercury,Tracer,Compact Cars,1991,Manual,5,317.3928571
25,4,1.6,Front-Wheel Drive,33,Mazda,323/323 Protege,Compact Cars,1991,Manual,5,317.3928571
24,4,1.8,Front-Wheel Drive,33,Mazda,323/323 Protege,Compact Cars,1991,Manual,5,329.1481481
22,4,1.8,Front-Wheel Drive,28,Mazda,323/323 Protege,Compact Cars,1991,Manual,5,370.2916667
19,4,2,Front-Wheel Drive,26,Mitsubishi,Galant,Compact Cars,1991,Manual,5,403.9545455
18,4,2,Front-Wheel Drive,25,Mitsubishi,Galant,Compact Cars,1991,Manual,5,423.1904762
21,4,2.3,Front-Wheel Drive,30,Oldsmobile,Cutlass Calais,Compact Cars,1991,Manual,5,370.2916667
17,4,2.3,Front-Wheel Drive,26,Oldsmobile,Cutlass Calais,Compact Cars,1991,Manual,5,444.35
19,4,2.5,Front-Wheel Drive,31,Oldsmobile,Cutlass Calais,Compact Cars,1991,Manual,5,386.3913043
18,4,1.9,Front-Wheel Drive,26,Peugeot,405 Sedan,Compact Cars,1991,Manual,5,423.1904762
18,4,1.9,Front-Wheel Drive,26,Peugeot,405 Sedan,Compact Cars,1991,Manual,5,423.1904762
21,4,2.2,Front-Wheel Drive,28,Plymouth,Sundance,Compact Cars,1991,Manual,5,386.3913043
18,4,2.5,Front-Wheel Drive,24,Plymouth,Sundance,Compact Cars,1991,Manual,5,444.35
21,4,2.5,Front-Wheel Drive,31,Plymouth,Sundance,Compact Cars,1991,Manual,5,355.48
21,4,2.3,Front-Wheel Drive,30,Pontiac,Grand Am,Compact Cars,1991,Manual,5,370.2916667
19,4,2.5,Front-Wheel Drive,30,Pontiac,Grand Am,Compact Cars,1991,Manual,5,386.3913043
27,4,1.6,Front-Wheel Drive,36,Pontiac,Lemans,Compact Cars,1991,Manual,5,296.2333333
22,4,2,Front-Wheel Drive,29,Pontiac,Lemans,Compact Cars,1991,Manual,5,355.48
18,4,2,Front-Wheel Drive,26,Saab,900,Compact Cars,1991,Manual,5,423.1904762
19,4,2,Front-Wheel Drive,26,Saab,900,Compact Cars,1991,Manual,5,403.9545455
18,4,2.1,Front-Wheel Drive,24,Saab,900,Compact Cars,1991,Manual,5,444.35
23,4,1.9,Front-Wheel Drive,34,Saturn,SL,Compact Cars,1991,Manual,5,329.1481481
21,4,1.9,Front-Wheel Drive,31,Saturn,SL,Compact Cars,1991,Manual,5,355.48
19,4,2.2,Front-Wheel Drive,27,Subaru,Legacy,Compact Cars,1991,Manual,5,403.9545455
22,4,1.8,Front-Wheel Drive,29,Subaru,Loyale,Compact Cars,1991,Manual,5,355.48
23,4,2,Front-Wheel Drive,31,Toyota,Camry,Compact Cars,1991,Manual,5,341.8076923
22,4,1.8,Front-Wheel Drive,29,Volkswagen,Golf/GTI,Compact Cars,1991,Manual,5,355.48
19,4,2,Front-Wheel Drive,26,Volkswagen,GTI 16v,Compact Cars,1991,Manual,5,403.9545455
31,4,1.6,Front-Wheel Drive,39,Volkswagen,Jetta,Compact Cars,1991,Manual,5,299.4117647
31,4,1.6,Front-Wheel Drive,36,Volkswagen,Jetta,Compact Cars,1991,Manual,5,308.4848485
22,4,1.8,Front-Wheel Drive,29,Volkswagen,Jetta,Compact Cars,1991,Manual,5,355.48
19,4,2,Front-Wheel Drive,26,Volkswagen,Jetta GLI 16v,Compact Cars,1991,Manual,5,403.9545455
17,6,3.3,Front-Wheel Drive,24,Buick,Skylark,Compact Cars,1991,Automatic,3,467.7368421
18,6,3.1,Front-Wheel Drive,25,Chevrolet,Beretta,Compact Cars,1991,Automatic,3,444.35
17,6,3.3,Front-Wheel Drive,24,Oldsmobile,Cutlass Calais,Compact Cars,1991,Automatic,3,467.7368421
17,6,3.2,Front-Wheel Drive,21,Acura,Legend,Compact Cars,1991,Automatic,4,493.7222222
16,6,3,Front-Wheel Drive,23,Alfa Romeo,164,Compact Cars,1991,Automatic,4,493.7222222
16,6,2.7,Front-Wheel Drive,20,Sterling,827,Compact Cars,1991,Automatic,4,493.7222222
18,6,3,Front-Wheel Drive,24,Chrysler,LeBaron,Compact Cars,1991,Automatic,4,444.35
17,6,3,Front-Wheel Drive,23,Ford,Probe,Compact Cars,1991,Automatic,4,467.7368421
16,6,2.5,Front-Wheel Drive,23,Lexus,ES 250,Compact Cars,1991,Automatic,4,467.7368421
16,6,2.5,Front-Wheel Drive,23,Toyota,Camry,Compact Cars,1991,Automatic,4,467.7368421
16,6,3.2,Front-Wheel Drive,24,Acura,Legend,Compact Cars,1991,Manual,5,467.7368421
16,6,3,Front-Wheel Drive,25,Alfa Romeo,164,Compact Cars,1991,Manual,5,467.7368421
15,6,3,Front-Wheel Drive,23,Alfa Romeo,164,Compact Cars,1991,Manual,5,493.7222222
16,6,2.7,Front-Wheel Drive,22,Sterling,827,Compact Cars,1991,Manual,5,493.7222222
17,6,3.1,Front-Wheel Drive,26,Chevrolet,Beretta,Compact Cars,1991,Manual,5,444.35
17,6,3,Front-Wheel Drive,26,Chrysler,LeBaron,Compact Cars,1991,Manual,5,444.35
17,6,3,Front-Wheel Drive,24,Ford,Probe,Compact Cars,1991,Manual,5,467.7368421
17,6,2.5,Front-Wheel Drive,23,Lexus,ES 250,Compact Cars,1991,Manual,5,467.7368421
17,6,2.5,Front-Wheel Drive,23,Toyota,Camry,Compact Cars,1991,Manual,5,467.7368421
21,4,1.8,Front-Wheel Drive,26,Volkswagen,Cabriolet,Compact Cars,1991,Automatic,3,386.3913043
23,4,1.6,Front-Wheel Drive,33,Nissan,NX Coupe,Compact Cars,1991,Automatic,4,329.1481481
20,4,2,Front-Wheel Drive,27,Nissan,NX Coupe,Compact Cars,1991,Automatic,4,403.9545455
21,4,1.6,Front-Wheel Drive,24,Mercury,Capri,Compact Cars,1991,Automatic,4,403.9545455
21,4,2.2,Front-Wheel Drive,28,Toyota,Celica Convertible,Compact Cars,1991,Automatic,4,386.3913043
24,4,1.6,Front-Wheel Drive,35,Nissan,NX Coupe,Compact Cars,1991,Manual,5,317.3928571
21,4,2,Front-Wheel Drive,28,Nissan,NX Coupe,Compact Cars,1991,Manual,5,386.3913043
21,4,1.6,Front-Wheel Drive,26,Mercury,Capri,Compact Cars,1991,Manual,5,386.3913043
22,4,1.6,Front-Wheel Drive,28,Mercury,Capri,Compact Cars,1991,Manual,5,370.2916667
19,4,2.2,Front-Wheel Drive,27,Toyota,Celica Convertible,Compact Cars,1991,Manual,5,403.9545455
22,4,1.8,Front-Wheel Drive,29,Volkswagen,Cabriolet,Compact Cars,1991,Manual,5,355.48
21,4,2.2,Front-Wheel Drive,28,Chevrolet,Cavalier Wagon,Compact Cars,1991,Automatic,3,370.2916667
19,4,2,Front-Wheel Drive,22,Dodge,Colt Vista,Compact Cars,1991,Automatic,3,444.35
19,4,2,Front-Wheel Drive,22,Mitsubishi,Space Wagon,Compact Cars,1991,Automatic,3,444.35
19,4,2,Front-Wheel Drive,22,Plymouth,Colt Vista,Compact Cars,1991,Automatic,3,444.35
21,4,1.8,Front-Wheel Drive,24,Subaru,Loyale Wagon,Compact Cars,1991,Automatic,3,403.9545455
23,4,1.6,Front-Wheel Drive,26,Toyota,Corolla Wagon,Compact Cars,1991,Automatic,3,370.2916667
22,4,1.9,Front-Wheel Drive,30,Ford,Escort Wagon,Compact Cars,1991,Automatic,4,355.48
18,4,2.2,Front-Wheel Drive,24,Honda,Accord Wagon,Compact Cars,1991,Automatic,4,444.35
24,4,1.5,Front-Wheel Drive,29,Honda,Civic Wagon,Compact Cars,1991,Automatic,4,341.8076923
22,4,1.9,Front-Wheel Drive,30,Mercury,Tracer Wagon,Compact Cars,1991,Automatic,4,355.48
18,4,2.2,Front-Wheel Drive,25,Subaru,Legacy Wagon,Compact Cars,1991,Automatic,4,423.1904762
21,4,2,Front-Wheel Drive,28,Toyota,Camry Wagon,Compact Cars,1991,Automatic,4,370.2916667
21,4,2.2,Front-Wheel Drive,30,Chevrolet,Cavalier Wagon,Compact Cars,1991,Manual,5,370.2916667
19,4,2,Front-Wheel Drive,26,Dodge,Colt Vista,Compact Cars,1991,Manual,5,403.9545455
25,4,1.9,Front-Wheel Drive,33,Ford,Escort Wagon,Compact Cars,1991,Manual,5,317.3928571
19,4,2.2,Front-Wheel Drive,25,Honda,Accord Wagon,Compact Cars,1991,Manual,5,403.9545455
27,4,1.5,Front-Wheel Drive,32,Honda,Civic Wagon,Compact Cars,1991,Manual,5,306.4482759
25,4,1.9,Front-Wheel Drive,33,Mercury,Tracer Wagon,Compact Cars,1991,Manual,5,317.3928571
19,4,2,Front-Wheel Drive,26,Plymouth,Colt Vista,Compact Cars,1991,Manual,5,403.9545455
19,4,2.2,Front-Wheel Drive,27,Subaru,Legacy Wagon,Compact Cars,1991,Manual,5,403.9545455
22,4,1.8,Front-Wheel Drive,28,Subaru,Loyale Wagon,Compact Cars,1991,Manual,5,370.2916667
24,4,1.6,Front-Wheel Drive,30,Toyota,Corolla Wagon,Compact Cars,1991,Manual,5,341.8076923
18,6,3.1,Front-Wheel Drive,25,Chevrolet,Cavalier Wagon,Compact Cars,1991,Automatic,3,444.35
16,6,2.5,Front-Wheel Drive,23,Toyota,Camry Wagon,Compact Cars,1991,Automatic,4,467.7368421
16,4,2,Rear-Wheel Drive,18,Mercedes-Benz,190E,Compact Cars,1991,Automatic,4,522.7647059
17,4,2.3,Rear-Wheel Drive,20,Volvo,Coupe,Compact Cars,1991,Automatic,4,493.7222222
18,4,2.3,Rear-Wheel Drive,23,Volvo,240,Compact Cars,1991,Automatic,4,444.35
18,4,2,Rear-Wheel Drive,24,Mercedes-Benz,200E,Compact Cars,1991,Manual,4,444.35
18,4,2,Rear-Wheel Drive,24,Mercedes-Benz,230E,Compact Cars,1991,Manual,4,444.35
19,4,2.3,Rear-Wheel Drive,26,Volvo,240,Compact Cars,1991,Manual,5,423.1904762
23,5,2.5,Rear-Wheel Drive,30,Mercedes-Benz,300D 2.5 Turbo,Compact Cars,1991,Automatic,4,391.5384615
15,6,2.5,Rear-Wheel Drive,23,BMW,525i,Compact Cars,1991,Automatic,4,493.7222222
15,6,3.4,Rear-Wheel Drive,20,BMW,535i,Compact Cars,1991,Automatic,4,555.4375
15,6,2.5,Rear-Wheel Drive,17,BMW,325i,Compact Cars,1991,Automatic,4,592.4666667
15,6,2.5,Rear-Wheel Drive,17,BMW,325ic,Compact Cars,1991,Automatic,4,592.4666667
15,6,2.5,Rear-Wheel Drive,17,BMW,325is,Compact Cars,1991,Automatic,4,592.4666667
15,6,2.5,Rear-Wheel Drive,17,Import Trade Services,ITS 320,Compact Cars,1991,Automatic,4,592.4666667
15,6,4,Rear-Wheel Drive,20,Jaguar,XJ6,Compact Cars,1991,Automatic,4,522.7647059
16,6,3,Rear-Wheel Drive,22,Mercedes-Benz,300E,Compact Cars,1991,Automatic,4,493.7222222
17,6,2.6,Rear-Wheel Drive,22,Mercedes-Benz,300E 2.6,Compact Cars,1991,Automatic,4,467.7368421
15,6,3,Rear-Wheel Drive,19,Mercedes-Benz,300SE,Compact Cars,1991,Automatic,4,555.4375
19,6,3.5,Rear-Wheel Drive,23,Mercedes-Benz,350SD Turbo,Compact Cars,1991,Automatic,4,484.7619048
17,6,3,Rear-Wheel Drive,22,Toyota,Cressida,Compact Cars,1991,Automatic,4,467.7368421
15,6,2.9,Rear-Wheel Drive,16,Wallace Environmental,Wetl 300 E,Compact Cars,1991,Automatic,4,592.4666667
13,6,2.9,Rear-Wheel Drive,15,Import Trade Services,MB 300E,Compact Cars,1991,Manual,5,634.7857143
10,6,3.5,Rear-Wheel Drive,19,BMW,M5,Compact Cars,1991,Manual,5,683.6153846
15,6,2.5,Rear-Wheel Drive,23,BMW,525i,Compact Cars,1991,Manual,5,493.7222222
14,6,3.4,Rear-Wheel Drive,21,BMW,535i,Compact Cars,1991,Manual,5,555.4375
11,8,5.6,Rear-Wheel Drive,15,Wallace Environmental,Wetl 500 SE,Compact Cars,1991,Automatic,4,683.6153846
11,8,5.6,Rear-Wheel Drive,15,Wallace Environmental,Wetl 500 SEC,Compact Cars,1991,Automatic,4,683.6153846
11,8,5.6,Rear-Wheel Drive,15,Wallace Environmental,Wetl 560 SEC,Compact Cars,1991,Automatic,4,683.6153846
12,8,5.6,Rear-Wheel Drive,16,Mercedes-Benz,560SEC,Compact Cars,1991,Automatic,4,634.7857143
8,12,4.9,Rear-Wheel Drive,13,Wallace Environmental,Wetl 412,Compact Cars,1991,Manual,5,888.7
18,4,2.4,Rear-Wheel Drive,25,Nissan,240SX,Compact Cars,1991,Automatic,4,423.1904762
19,4,2.4,Rear-Wheel Drive,26,Nissan,240SX,Compact Cars,1991,Manual,5,403.9545455
15,4,3,Rear-Wheel Drive,24,Porsche,944 S2,Compact Cars,1991,Manual,5,493.7222222
14,6,3.6,Rear-Wheel Drive,21,Porsche,911 Carrera 4/2,Compact Cars,1991,Automatic,4,555.4375
15,6,2.9,Rear-Wheel Drive,16,Wallace Environmental,Wetl 300 SL,Compact Cars,1991,Automatic,4,592.4666667
15,6,3.6,Rear-Wheel Drive,22,Porsche,911 Carrera 4/2,Compact Cars,1991,Manual,5,522.7647059
12,6,3.3,Rear-Wheel Drive,20,Porsche,911 Turbo,Compact Cars,1991,Manual,5,634.7857143
14,8,5,Rear-Wheel Drive,17,Porsche,928 S4,Compact Cars,1991,Automatic,4,592.4666667
11,8,5,Rear-Wheel Drive,18,Porsche,928 S4,Compact Cars,1991,Manual,5,634.7857143
15,4,2.3,Front-Wheel Drive,22,Saab,9000,Large Cars,1991,Automatic,4,493.7222222
15,4,2.3,Front-Wheel Drive,23,Saab,9000,Large Cars,1991,Automatic,4,493.7222222
17,4,2.3,Front-Wheel Drive,23,Saab,9000,Large Cars,1991,Manual,5,467.7368421
18,4,2.3,Front-Wheel Drive,24,Saab,9000,Large Cars,1991,Manual,5,444.35
17,6,3.8,Front-Wheel Drive,26,Buick,LeSabre,Large Cars,1991,Automatic,4,444.35
16,6,3.8,Front-Wheel Drive,24,Buick,Park Avenue,Large Cars,1991,Automatic,4,467.7368421
16,6,3.3,Front-Wheel Drive,24,Chrysler,New Yorker Fifth Avenue/Imperial,Large Cars,1991,Automatic,4,467.7368421
15,6,3.8,Front-Wheel Drive,23,Chrysler,New Yorker Fifth Avenue/Imperial,Large Cars,1991,Automatic,4,493.7222222
16,6,3,Front-Wheel Drive,24,Dodge,Monaco,Large Cars,1991,Automatic,4,467.7368421
16,6,3,Front-Wheel Drive,24,Eagle,Premier,Large Cars,1991,Automatic,4,467.7368421
15,6,3.8,Front-Wheel Drive,22,Lincoln,Continental,Large Cars,1991,Automatic,4,493.7222222
17,6,3.8,Front-Wheel Drive,26,Oldsmobile,Eighty-Eight,Large Cars,1991,Automatic,4,444.35
16,6,3.8,Front-Wheel Drive,24,Oldsmobile,Ninety-Eight/Touring,Large Cars,1991,Automatic,4,467.7368421
17,6,3.8,Front-Wheel Drive,26,Pontiac,Bonneville,Large Cars,1991,Automatic,4,444.35
15,8,4.9,Front-Wheel Drive,24,Cadillac,Fleetwood/DeVille,Large Cars,1991,Automatic,4,493.7222222
15,6,3,Rear-Wheel Drive,16,Mercedes-Benz,300SEL,Large Cars,1991,Automatic,4,592.4666667
15,6,3,Rear-Wheel Drive,16,Mercedes-Benz,300SEL,Large Cars,1991,Automatic,4,592.4666667
15,8,5,Rear-Wheel Drive,23,Cadillac,Brougham,Large Cars,1991,Automatic,4,522.7647059
14,8,5.7,Rear-Wheel Drive,20,Cadillac,Brougham,Large Cars,1991,Automatic,4,555.4375
15,8,5,Rear-Wheel Drive,24,Chevrolet,Caprice,Large Cars,1991,Automatic,4,493.7222222
13,8,5.7,Rear-Wheel Drive,19,Chevrolet,Caprice,Large Cars,1991,Automatic,4,592.4666667
15,8,5,Rear-Wheel Drive,22,Ford,LTD Crown Victoria,Large Cars,1991,Automatic,4,493.7222222
11,8,5.8,Rear-Wheel Drive,17,Ford,LTD Crown Victoria,Large Cars,1991,Automatic,4,634.7857143
15,8,5,Rear-Wheel Drive,22,Mercury,Grand Marquis,Large Cars,1991,Automatic,4,493.7222222
15,8,4.6,Rear-Wheel Drive,22,Lincoln,Town Car,Large Cars,1991,Automatic,4,493.7222222
11,12,5,Rear-Wheel Drive,15,BMW,750i,Large Cars,1991,Automatic,4,740.5833333
11,12,5,Rear-Wheel Drive,15,BMW,750il,Large Cars,1991,Automatic,4,740.5833333
16,5,2.3,All-Wheel Drive,22,Audi,100 quattro,Midsize Cars,1991,Manual,5,493.7222222
16,5,2.2,All-Wheel Drive,22,Audi,200 quattro 20v,Midsize Cars,1991,Manual,5,493.7222222
14,8,3.6,All-Wheel Drive,19,Audi,V8,Midsize Cars,1991,Automatic,4,592.4666667
13,8,3.6,All-Wheel Drive,19,Audi,V8,Midsize Cars,1991,Manual,5,592.4666667
16,5,2.2,All-Wheel Drive,22,Audi,200 quattro 20v Wagon,Midsize Cars,1991,Manual,5,493.7222222
15,6,3,All-Wheel Drive,18,Mercedes-Benz,300TE 4Matic,Midsize Cars,1991,Automatic,4,555.4375
19,4,2.5,Front-Wheel Drive,28,Buick,Century,Midsize Cars,1991,Automatic,3,403.9545455
21,4,2.2,Front-Wheel Drive,28,Chevrolet,Corsica,Midsize Cars,1991,Automatic,3,370.2916667
18,4,2.5,Front-Wheel Drive,26,Chevrolet,Lumina,Midsize Cars,1991,Automatic,3,423.1904762
18,4,2.5,Front-Wheel Drive,24,Dodge,Dynasty,Midsize Cars,1991,Automatic,3,444.35
20,4,2.5,Front-Wheel Drive,25,Dodge,Spirit,Midsize Cars,1991,Automatic,3,403.9545455
17,4,2.5,Front-Wheel Drive,22,Dodge,Spirit,Midsize Cars,1991,Automatic,3,467.7368421
19,4,2.5,Front-Wheel Drive,28,Oldsmobile,Cutlass Ciera,Midsize Cars,1991,Automatic,3,403.9545455
19,4,2.3,Front-Wheel Drive,26,Oldsmobile,Cutlass Supreme,Midsize Cars,1991,Automatic,3,423.1904762
20,4,2.5,Front-Wheel Drive,26,Plymouth,Acclaim,Midsize Cars,1991,Automatic,3,403.9545455
19,4,2.3,Front-Wheel Drive,26,Pontiac,Grand Prix,Midsize Cars,1991,Automatic,3,423.1904762
19,4,2.5,Front-Wheel Drive,28,Pontiac,6000,Midsize Cars,1991,Automatic,3,403.9545455
18,4,2.4,Front-Wheel Drive,24,Hyundai,Sonata,Midsize Cars,1991,Automatic,4,444.35
17,4,2.2,Front-Wheel Drive,23,Mazda,626/MX-6,Midsize Cars,1991,Automatic,4,467.7368421
19,4,2.2,Front-Wheel Drive,26,Mazda,626/MX-6,Midsize Cars,1991,Automatic,4,403.9545455
18,4,2,Front-Wheel Drive,26,Volkswagen,Passat,Midsize Cars,1991,Automatic,4,423.1904762
21,4,2.2,Front-Wheel Drive,30,Chevrolet,Corsica,Midsize Cars,1991,Manual,5,370.2916667
17,4,2.2,Front-Wheel Drive,25,Dodge,Spirit,Midsize Cars,1991,Manual,5,444.35
21,4,2.5,Front-Wheel Drive,31,Dodge,Spirit,Midsize Cars,1991,Manual,5,355.48
18,4,2.5,Front-Wheel Drive,24,Dodge,Spirit,Midsize Cars,1991,Manual,5,444.35
18,4,2.4,Front-Wheel Drive,26,Hyundai,Sonata,Midsize Cars,1991,Manual,5,423.1904762
18,4,2.2,Front-Wheel Drive,26,Mazda,626/MX-6,Midsize Cars,1991,Manual,5,423.1904762
21,4,2.2,Front-Wheel Drive,29,Mazda,626/MX-6,Midsize Cars,1991,Manual,5,370.2916667
21,4,2.5,Front-Wheel Drive,31,Plymouth,Acclaim,Midsize Cars,1991,Manual,5,355.48
18,4,2,Front-Wheel Drive,27,Volkswagen,Passat,Midsize Cars,1991,Manual,5,423.1904762
16,5,2.2,Front-Wheel Drive,20,Audi,200,Midsize Cars,1991,Automatic,3,493.7222222
16,5,2.3,Front-Wheel Drive,22,Audi,100,Midsize Cars,1991,Automatic,4,493.7222222
17,6,3.3,Front-Wheel Drive,24,Buick,Century,Midsize Cars,1991,Automatic,3,467.7368421
18,6,3.1,Front-Wheel Drive,25,Chevrolet,Corsica,Midsize Cars,1991,Automatic,3,444.35
17,6,3.1,Front-Wheel Drive,24,Chevrolet,Lumina,Midsize Cars,1991,Automatic,3,444.35
17,6,3.3,Front-Wheel Drive,24,Oldsmobile,Cutlass Ciera,Midsize Cars,1991,Automatic,3,467.7368421
18,6,3.1,Front-Wheel Drive,25,Pontiac,6000,Midsize Cars,1991,Automatic,3,444.35
17,6,3.3,Front-Wheel Drive,27,Buick,Century,Midsize Cars,1991,Automatic,4,444.35
17,6,3.1,Front-Wheel Drive,28,Buick,Regal,Midsize Cars,1991,Automatic,4,444.35
